expo,gauss
0.276,-0.703
0.152,0.591
0.255,1.509
0.085,-1.543
1.054,0.133
0.283,0.353
0.437,-1.74
0.81,0.539
0.76,0.356
2.473,-1.682
1.546,-1.42
1.322,1.271
1.623,1.865
0.378,-1.434
2.328,1.582
1.063,-0.943
0.079,1.251
0.593,0.269
0.473,0.203
0.45,1.24
0.454,-1.117
1.783,1.669
0.118,0.016
0.063,-0.186
0.061,-1.594
0.931,0.298
0.668,1.454
0.091,0.033
0.311,1.069
0.44,1.803
0.535,-0.03
0.258,-1.42
0.133,-1.829
0.787,0.21
2.625,0.573
0.719,-1.107
1.321,-0.987
0.11,-1.219
1.177,2.291
0.899,0.348
0.493,-0.236
0.412,-1.315
1.367,-0.755
1.171,0.58
0.365,1.554
0.037,1.738
1.146,-0.607
1.594,-0.511
0.352,0.975
2.247,0.009
0.141,-1.423
0.116,0.366
2.495,-0.328
0.697,-1.366
0.748,-0.323
0.82,0.789
1.543,0.498
0.038,-2.014
0.942,-1.527
0.93,0.47
0.735,-0.578
2.9,-2.386
0.194,-0.034
0.492,-1.183
0.147,-0.3
1.668,-0.898
0.165,-0.427
2.868,1.097
0.465,-0.112
1.108,-0.155
1.136,-0.094
0.065,1.122
0.029,0.463
0.57,-0.996
0.273,-0.792
0.611,-0.903
1.448,-0.203
0.183,-0.545
2.464,-2.953
0.614,0.879
0.516,1.11
2.151,0.372
0.715,0.543
0.439,0.762
0.15,-0.574
0.003,0.059
0.186,-1.175
1.365,0.999
3.329,-0.155
2.225,-0.649
0.549,0.44
0.704,-0.229
0.837,-0.516
1.613,-0.482
1.32,1.08
0.344,1.335
0.462,-0.025
0.133,1.386
1.353,0.706
0.048,-0.593
0.938,-1.82
0.868,0.737
0.704,1.189
1.352,0.24
0.281,-0.099
1.507,0.255
1.712,-0.111
0.798,1.011
0.646,-0.626
0.848,-1.156
0.276,-1.696
0.013,-0.924
0.258,-0.853
0.973,0.334
2.408,-0.462
2.441,1.643
1.005,-1.546
2.351,-1.176
0.289,2.667
1.084,0.714
0.518,-1.043
0.398,-0.107
3.28,0.144
2.171,-0.137
1.447,0.231
0.665,-0.141
1.992,-0.71
1.745,0.684
4.916,0.215
0.304,0.219
1.948,0.456
0.024,2.014
0.567,-0.701
0.441,0.703
3.996,0.737
3.236,0.726
0.268,0.361
1.742,1.09
0.153,0.974
0.251,-0.16
0.252,0.39
1.171,0.775
3.62,-0.361
1.076,-0.923
0.244,-0.328
2.022,-1.416
1.573,-0.129
1.539,1.226
0.494,0.808
0.217,-1.327
0.034,-0.315
1.749,-0.276
2.282,-0.701
0.522,-0.443
2.384,0.43
0.171,-0.755
0.367,0.952
0.382,-0.258
0.343,-1.45
2.21,1.042
4.059,0.875
0.798,-0.471
0.247,-1.156
0.356,0.496
0.785,-0.294
0.45,-0.481
2.361,0.987
0.366,0.063
0.974,1.371
0.184,-0.018
1.846,1.074
1.534,-0.723
0.013,0.071
0.455,-1.002
1.422,0.44
0.019,-0.889
1.674,-1.162
2.711,0.514
0.274,0.156
0.443,-0.604
0.312,-1.433
0.071,-1.889
1.82,0.944
0.288,1.526
1.937,0.132
0.795,-1.105
0.212,-0.311
1.714,-1.084
2.363,0.403
0.222,1.472
1.452,0.174
0.227,-0.5
0.449,1.461
0.425,0.169
0.11,0.16
1.114,0.841
0.312,-0.928
0.548,0.801
0.004,-0.654
0.856,0.093
0.399,-0.126
0.063,0.818
0.655,0.584
0.521,-0.337
2.79,-1.234
2.359,0.702
1.913,0.121
2.544,-0.584
0.578,-0.827
0.699,0.786
0.976,-0.359
0.416,-1.547
1.156,-0.781
1.78,0.506
3.638,0.122
0.15,-0.401
0.298,0.925
0.235,-0.517
0.517,-0.48
0.748,-0.025
0.035,1.049
0.683,0.503
0.676,1.046
0.156,0.634
0.969,1.327
0.284,-0.149
0.047,-0.531
0.044,1.33
1.792,0.353
0.716,-0.232
2.721,-0.117
4.016,0.312
2.78,-0.652
0.187,-0.537
0.864,-1.162
0.743,1.876
3.931,1.132
0.786,0.586
0.513,0.026
1.558,-0.291
0.926,-0.624
3.003,-0.557
1.781,-0.842
1.259,1.402
0.228,-1.633
0.087,0.858
3.359,1.538
0.033,-1.432
0.066,0.913
0.129,1.283
3.149,-0.674
1.162,-0.327
1.234,-0.39
0.495,-1.245
0.582,2.266
1.288,-0.856
1.121,-1.474
2.644,1.105
0.465,0.445
3.931,-0.055
1.043,0.128
0.236,1.897
1.206,0.917
0.545,0.192
0.041,-0.963
0.44,-0.344
0.19,-1.049
1.321,-0.576
0.498,-0.177
0.059,-2.929
2.525,-0.91
3.512,-1.577
0.318,0.695
0.98,-1.124
1.574,-0.276
0.487,-0.874
0.322,-1.028
2.641,-0.581
4.531,-0.061
0.467,-0.614
0.207,0.09
0.101,-0.119
1.107,-1.168
3.51,0.447
1.301,-0.346
0.322,1.129
0.295,-0.646
0.858,-0.419
0.027,0.512
1.061,1.67
0.073,-1.647
2.612,-0.462
1.304,0.048
0.776,0.979
2.862,-0.495
0.113,0.799
2.304,-0.085
0.796,-0.28
0.902,-0.305
0.561,-1.369
2.448,1.771
0.323,0.482
0.275,0.817
0.556,-0.166
0.695,-0.904
0.293,-0.49
0.331,1.727
2.946,-0.462
1.656,-0.428
1.693,2.191
1.672,-0.042
0.872,0.872
4.675,1.188
0.731,-0.528
0.253,-1.523
0.477,-0.478
1.908,0.486
0.531,-1.052
0.188,0.315
0.836,-0.694
0.165,-0.013
1.252,0.675
1.112,-1.542
0.734,1.114
0.994,0.425
0.085,-0.342
0.078,0.694
1.371,0.053
1.071,-2.311
1.397,-0.46
0.362,1.031
0.681,-2.021
2.153,0.202
1.457,2.15
0.222,-0.386
0.23,0.879
1.068,1.079
0.624,0.028
0.188,-0.214
0.113,-0.319
0.008,0.467
1.03,-1.272
0.553,-0.269
1.725,-1.202
0.186,1.031
1.666,0.52
1.15,2.09
0.228,0.214
0.218,-0.291
1.768,-0.08
1.076,1.221
1.656,0.04
2.848,0.707
0.484,0.605
1.38,0.573
1.741,1.147
1.333,0.027
0.303,0.405
0.305,-0.67
0.396,0.633
0.579,-1.206
0.25,1.953
0.12,-1.592
0.273,1.494
0.924,0.347
0.052,1.951
0.052,-0.365
1.735,-0.002
0.525,-1.193
1.35,0.713
0.059,-0.719
1.09,-0.603
1.44,-0.25
1.644,1.749
0.158,0.631
1.259,-0.923
0.048,-0.322
0.942,2.068
0.3,0.347
0.204,0.356
1.104,2.003
0.25,0.913
0.91,-0.557
0.934,1.429
0.43,0.595
2.059,-0.205
0.232,-0.615
0.288,-1.098
0.513,-0.098
0.698,0.054
2.207,-0.736
0.66,-0.847
0.574,-1.135
0.464,1.102
0.772,1.245
0.261,-0.117
0.238,1.636
0.005,-0.208
2.195,-0.182
0.381,-0.307
0.766,1.354
0.458,-0.023
1.637,1.023
1.063,1.053
0.609,-1.267
1.381,1.015
0.457,-0.664
1.318,0.806
0.239,0.053
0.079,0.408
0.052,-0.478
0.323,-0.192
0.341,1.527
0.65,1.538
0.141,-0.695
0.322,-0.741
0.574,0.549
1.874,-1.13
0.929,0.58
0.007,-1.315
0.128,0.126
0.147,2.157
1.143,-0.145
0.816,0.123
0.387,-0.453
0.072,-0.463
1.217,0.19
3.657,-0.307
0.035,-1.592
1.994,0.269
0.626,0.827
0.737,-0.806
0.916,2.916
0.835,-1.299
0.563,-0.105
0.256,-0.373
1.955,-0.974
0.851,-0.464
1.588,-0.95
0.532,-0.145
1.649,0.324
1.772,0.196
1.455,0.762
0.379,-0.313
0.457,-1.962
0.7,0.432
0.26,-0.272
1.511,-0.008
1.563,-1.365
0.576,-0.937
0.58,0.255
0.661,-0.047
2.742,1.238
0.771,1.132
1.189,-0.007
0.416,0.996
0.133,-0.283
0.751,1.433
2.413,1.288
0.322,-0.274
0.608,0.112
0.004,-1.487
0.739,-0.99
0.0,-0.4
2.598,-0.366
0.175,-0.209
2.035,-0.351
0.2,1.504
0.514,-1.131
0.903,0.939
1.482,1.043
1.195,-1.069
0.032,-0.387
0.489,0.917
1.102,0.46
0.387,0.944
0.264,1.392
0.31,0.932
2.637,1.131
2.176,-0.532
1.759,-0.274
0.045,-0.549
0.087,-0.78
0.008,1.407
1.993,-1.115
0.491,-1.033
0.182,-1.984
0.319,0.983
0.027,-1.04
0.086,0.224
1.137,-1.432
1.122,-0.615
0.479,-0.091
0.364,-0.143
0.641,2.669
1.901,0.756
2.095,-0.872
3.505,-0.854
0.651,0.873
2.066,0.323
0.105,-0.045
0.614,1.603
0.341,0.246
1.531,-1.061
2.934,-0.02
0.57,0.348
1.914,0.634
1.796,-1.329
0.03,-2.487
0.142,0.214
0.806,-1.525
1.23,-0.139
2.546,-0.198
3.809,-0.057
0.021,0.791
1.582,1.306
0.122,-0.131
0.802,0.025
1.218,1.696
0.468,-1.552
0.079,0.47
2.024,0.724
0.093,1.477
1.475,-0.951
0.023,-0.724
0.771,-1.013
4.679,-0.773
1.957,1.233
1.495,0.698
0.547,-0.153
1.457,1.156
0.842,-1.037
1.02,-0.377
0.22,-0.838
0.89,0.407
0.426,0.61
1.148,1.699
1.124,-0.274
0.268,0.176
0.249,1.162
1.411,1.496
0.92,-1.553
1.757,1.442
0.774,0.844
0.019,-0.439
0.72,1.628
0.669,0.505
0.24,0.024
0.897,1.204
0.221,0.758
3.239,-0.78
0.875,-1.241
7.737,-0.004
0.664,0.862
1.013,0.451
2.182,-0.018
0.854,-1.115
0.361,-2.097
1.426,1.547
0.042,0.698
2.448,-0.407
1.307,1.299
0.597,-0.013
1.308,0.544
0.777,1.175
0.323,-0.003
1.211,-0.223
0.928,0.341
0.607,-1.191
1.172,-1.517
0.445,0.798
2.382,-0.845
0.719,1.803
0.761,-0.329
1.726,-2.547
0.69,-1.004
2.178,-1.607
2.261,-0.98
0.446,0.759
0.892,0.96
2.031,1.074
0.443,0.788
0.42,-1.704
0.094,1.715
0.381,0.572
0.301,2.056
0.952,-0.628
0.193,-0.295
5.419,-0.217
0.072,-0.285
1.53,1.754
0.579,-1.351
1.723,-0.934
0.706,0.209
1.797,0.121
0.422,0.098
5.681,1.441
0.759,0.803
1.217,1.516
0.169,-2.013
1.041,0.344
4.538,-1.338
0.811,-0.377
0.133,0.272
0.511,-0.209
0.162,0.137
1.159,-0.171
1.001,-1.302
0.139,-1.381
0.067,0.274
3.298,-1.044
0.042,-0.358
0.289,-0.614
0.26,-0.047
0.032,0.057
2.465,-0.121
0.321,-0.123
1.338,-0.452
1.046,0.929
3.035,0.773
0.472,1.368
0.073,-0.12
0.609,1.308
3.333,0.298
1.434,-0.205
1.555,0.19
0.633,-0.168
0.358,0.523
0.005,-2.147
1.126,-0.583
0.396,-0.45
0.207,-0.569
0.147,-0.284
0.788,1.106
0.025,1.084
1.438,-0.459
0.427,1.51
0.938,0.101
0.324,0.963
2.221,-0.427
0.206,-0.074
0.628,1.803
6.098,-0.492
0.254,0.265
0.184,0.328
0.662,-0.264
0.252,0.706
1.611,-1.085
0.096,0.724
2.439,-0.397
0.692,-0.579
0.468,-0.484
1.575,-0.086
2.319,0.185
0.278,0.488
1.795,0.328
1.364,-0.879
0.263,-0.65
1.468,1.336
0.287,0.41
0.189,-0.737
0.233,0.392
0.186,1.52
1.971,1.025
1.327,-0.526
2.045,1.208
1.061,0.906
2.141,-0.433
0.022,-0.944
0.454,0.739
0.106,0.454
0.475,0.017
2.331,0.676
0.171,0.102
1.573,-0.414
0.306,-1.965
0.089,-0.102
1.246,-1.649
0.321,-0.661
0.098,0.539
0.282,-1.402
0.274,1.146
0.137,0.535
0.027,-1.893
1.535,-1.229
0.572,1.477
0.662,0.789
0.972,-0.49
1.437,-0.346
2.541,-0.938
1.096,0.818
0.795,-0.081
0.094,0.136
3.214,0.061
3.922,0.151
0.831,-1.07
1.22,-0.666
1.03,-0.165
1.091,-0.224
1.745,-0.091
0.489,-0.422
0.928,0.355
2.03,0.447
1.308,2.495
1.515,-1.71
0.832,-0.31
2.614,-0.597
1.453,-1.28
1.168,0.448
0.838,-0.392
0.549,-1.853
3.091,1.69
3.727,-1.274
2.289,0.406
4.327,-1.454
0.452,1.432
0.987,-2.174
0.035,-0.313
1.163,-0.656
0.909,-0.833
0.623,0.176
0.95,-1.014
2.368,-0.723
1.917,0.856
0.253,-2.623
0.224,1.483
0.502,0.343
1.579,-0.271
0.098,2.055
0.974,-0.425
1.521,-0.081
2.099,0.91
0.211,-0.221
0.561,0.211
2.223,0.638
0.577,0.461
0.082,-0.097
0.053,-2.175
0.772,0.634
0.636,-0.909
1.006,0.332
0.151,-0.918
0.212,1.447
0.385,0.835
2.09,-0.798
1.824,1.556
0.084,-0.602
0.201,-0.591
0.003,0.362
0.778,-1.724
0.984,-0.027
1.357,0.779
0.426,-0.155
0.033,-0.156
0.113,0.49
0.268,-1.139
1.13,-1.271
0.811,-0.211
1.084,-0.804
0.397,-1.882
0.664,-1.484
0.273,-1.279
1.036,1.046
2.511,0.223
0.479,-0.647
0.447,0.818
0.457,-0.54
0.218,-0.493
1.35,-0.584
0.441,1.545
0.158,-1.246
2.236,1.129
0.444,0.115
2.102,-1.201
0.76,0.793
0.428,-0.135
2.057,-0.526
0.788,-1.704
0.642,1.072
4.414,0.362
0.012,-0.139
2.181,0.972
2.039,-0.211
0.137,1.672
0.537,0.739
0.445,2.344
0.534,1.0
0.906,0.199
3.287,0.582
1.463,0.908
3.105,1.233
1.406,1.461
2.271,1.952
0.156,0.225
0.087,-1.241
0.417,0.29
1.625,0.176
0.302,0.628
0.013,-1.028
2.127,1.274
0.448,1.239
2.404,-1.981
0.079,0.066
3.174,-1.382
0.838,0.882
0.763,-0.473
0.163,-0.296
0.557,-0.11
0.858,-0.082
0.027,0.825
0.231,1.91
1.789,0.808
0.245,-0.373
0.068,-0.312
1.781,-1.195
0.86,-2.573
0.044,1.192
0.371,-0.554
0.271,0.458
0.103,-1.019
0.504,0.118
1.881,0.041
0.634,0.109
0.326,1.064
0.378,0.453
0.277,-0.535
0.131,-0.694
1.19,0.043
0.308,-0.434
0.706,-0.906
0.782,-0.208
0.994,-1.035
0.656,-1.62
1.53,-0.491
3.238,0.027
1.405,-0.025
0.803,0.649
0.599,-0.197
0.324,-0.598
0.929,0.08
0.906,1.372
1.396,-1.836
1.649,-0.748
2.619,-0.085
0.74,-0.335
0.105,-0.2
1.053,0.093
0.272,1.739
0.152,-1.201
0.725,-1.737
3.534,-0.218
0.525,0.499
5.104,-0.042
0.748,0.548
0.802,1.479
0.256,0.428
1.86,-0.985
0.302,0.065
0.295,1.611
0.651,0.117
0.584,1.346
0.213,0.196
0.969,-0.066
0.046,0.03
0.118,-0.556
1.321,-2.17
0.078,1.819
0.187,-0.819
0.312,1.152
1.085,-0.352
0.044,-1.165
0.082,-1.264
0.745,1.774
0.73,-0.721
1.036,0.176
2.375,-0.244
1.173,1.19
1.571,1.197
0.563,-0.822
0.922,0.77
0.053,-0.122
2.15,1.007
0.255,-0.963
0.164,-1.163
2.435,0.649
0.683,-0.887
1.088,-0.709
0.242,-1.019
0.511,-0.683
2.0,1.926
1.613,-1.31
0.285,0.944
3.429,0.319
2.884,0.597
0.426,-0.15
1.291,0.527
0.709,1.791
1.386,0.187
3.253,1.453
0.454,-1.963
0.013,1.005
1.774,-0.292
1.108,-0.421
1.181,-0.527
0.646,-1.324
2.534,0.442
2.195,0.115
0.411,0.761
1.358,2.126
1.637,-0.377
0.064,-0.108
0.136,-1.442
0.586,-0.394
0.483,0.983
0.11,1.477
2.303,0.798
0.806,-0.28
1.805,-2.026
1.655,0.714
1.179,0.713
0.649,0.494
0.084,-0.828
2.311,0.171
0.197,1.02
4.908,-0.466
0.134,0.21
1.422,0.553
1.064,-0.065
0.925,-0.476
0.076,0.213
0.792,-1.238
0.228,-0.224
0.195,-1.113
0.119,0.546
1.017,-0.881
1.229,0.882
0.991,-0.024
1.527,-0.182
0.095,0.174
1.461,0.548
0.636,-0.284
1.92,-0.709
4.491,1.169
1.901,-0.342
0.505,0.206
0.676,-0.874
2.613,-0.341
0.015,-1.128
0.709,-0.387
0.782,2.257
2.195,-0.075
4.145,0.488
0.517,-0.618
0.141,0.46
0.186,1.88
0.887,1.135
1.078,-0.064
0.349,-0.358
1.527,-1.285
0.597,-0.281
0.929,0.94
0.343,0.667
0.161,1.073
0.564,-0.357
0.407,-0.753
1.124,0.54
0.857,0.715
2.831,2.34
0.059,-0.316
0.418,-0.193
0.452,-0.284
1.929,1.043
1.123,1.085
0.454,-1.221
1.255,0.615
0.673,-0.05
1.262,-1.292
0.823,0.327
0.277,-0.351
0.151,0.157
4.357,-2.478
0.91,-1.023
2.395,-0.709
0.694,-0.662
1.017,0.746
0.355,1.051
0.242,-0.91
0.566,-0.976
2.35,-0.581
1.312,0.235
1.364,-0.243
0.121,-0.815
0.729,0.301
2.617,0.567
1.934,-0.823
0.367,-1.558
0.061,0.89
1.097,-0.823
2.168,1.12
0.135,0.373
0.246,0.152
0.018,-0.509
0.185,-0.411
1.75,0.601
2.632,1.163
2.573,0.628
1.293,-0.254
0.016,2.298
0.306,0.95
2.21,1.954
0.499,-0.374
1.647,-1.407
0.198,-0.398
1.588,1.513
0.161,-0.127
0.662,0.617
0.029,0.322
0.469,1.083
0.021,-0.147
0.051,-0.791
0.588,-0.777
0.174,1.039
1.612,0.789
0.898,0.335
0.573,-0.49
0.57,0.577
1.079,-0.536
0.034,-0.304
0.304,0.071
0.298,-0.929
3.207,-0.073
0.585,1.659
2.22,-0.309
1.014,-0.275
2.004,-0.175
0.144,0.38
0.778,0.019
1.713,1.788
0.881,-0.915
2.895,-0.563
0.146,1.842
0.722,-0.871
0.125,0.561
0.603,0.436
2.609,-0.399
0.381,-1.211
0.067,0.78
0.047,-1.85
3.006,0.744
0.484,0.093
0.746,-1.427
1.475,-1.437
1.432,0.046
1.427,-1.619
0.486,0.341
0.516,-0.635
0.399,-1.053
0.173,0.288
1.681,1.359
0.458,1.044
0.679,-1.299
2.166,-2.952
1.4,1.942
0.414,0.201
1.04,-0.297
0.756,-0.537
1.062,-1.377
0.219,2.307
1.146,0.074
0.226,-0.176
1.803,-0.07
0.581,0.479
0.205,1.592
0.864,2.003
2.928,0.529
0.224,-0.971
1.408,-0.313
0.667,1.448
0.261,-2.536
1.625,1.493
0.37,-0.943
1.386,-0.601
0.019,0.554
0.055,-0.55
0.265,1.352
3.572,-0.549
0.143,0.242
4.14,1.023
1.151,-0.807
3.439,0.545
0.242,2.528
3.016,0.427
0.38,-0.406
0.575,-1.057
0.279,1.538
0.635,-1.38
0.334,-0.279
2.278,1.808
0.47,-0.581
0.182,-0.929
1.38,-2.399
0.425,-0.124
0.87,1.372
0.374,2.122
0.95,1.289
0.207,-0.075
0.35,-0.294
0.94,0.067
0.156,2.3
0.119,-0.842
3.86,0.312
0.622,-1.167
0.72,-0.19
1.728,0.719
0.472,-1.063
0.647,-0.359
2.529,0.104
1.297,0.496
1.783,1.027
0.513,0.438
3.608,1.021
0.067,0.328
0.14,-0.447
0.731,-0.818
1.553,0.802
0.697,-0.187
0.626,0.703
1.545,0.365
0.89,0.701
0.237,0.462
0.34,-0.037
1.445,-2.748
1.536,-1.255
0.448,-1.738
1.418,1.23
0.087,-0.413
0.578,-0.282
4.054,1.353
0.22,0.373
0.008,0.567
0.794,-0.496
1.121,0.549
0.581,-0.946
1.062,-0.418
1.368,-0.0
0.895,-1.057
1.333,-0.765
2.711,0.773
1.343,-0.269
0.284,-1.392
0.768,0.845
0.464,-1.235
2.057,0.363
0.751,-0.39
0.569,1.474
0.663,0.685
0.137,-0.763
0.136,-1.331
0.011,0.741
0.704,1.094
1.562,0.298
0.571,0.792
0.578,1.629
1.168,-0.335
1.861,0.417
0.846,0.542
0.183,0.831
1.947,-0.438
1.576,-1.088
0.577,1.43
1.31,-0.849
0.801,-1.51
1.056,0.299
0.205,0.82
1.477,-1.199
0.069,-0.722
0.095,-0.803
0.02,1.168
1.298,0.353
1.36,-1.478
0.0,-1.987
0.886,-0.394
4.303,-0.479
0.03,-0.925
0.219,0.344
0.247,-0.969
0.365,0.04
0.007,-1.508
4.392,1.487
0.57,1.013
0.43,-0.184
0.093,0.38
2.998,1.274
2.047,1.801
0.317,1.683
0.124,1.291
0.067,-2.031
0.828,-0.898
1.891,-3.104
1.234,-2.199
0.442,-2.098
0.434,-0.244
3.619,-0.074
0.139,-0.877
0.825,0.399
0.753,-0.936
0.91,0.281
0.472,-0.461
3.298,0.836
1.715,-1.271
1.031,-0.223
2.007,0.672
0.019,0.113
0.369,-0.57
0.099,-2.042
0.195,-1.553
0.31,1.037
0.223,0.318
0.074,-1.365
0.849,1.114
3.817,0.19
0.444,-1.057
0.24,0.363
4.065,1.454
0.315,-0.648
4.473,0.083
4.491,-0.658
0.345,-0.003
1.082,-0.46
0.74,1.724
0.66,-0.021
0.553,-0.83
0.271,-1.512
5.148,1.02
0.162,0.393
0.492,0.59
4.497,0.556
0.281,0.171
1.313,0.684
0.228,0.293
0.274,1.24
2.22,0.896
0.256,0.114
0.351,1.083
0.77,0.08
0.641,1.186
6.639,-0.766
1.241,1.11
1.27,0.503
0.073,0.872
0.083,-0.382
1.33,0.269
0.752,1.137
1.833,0.989
0.19,-1.369
0.016,-0.538
0.921,0.438
0.284,0.981
0.639,2.059
0.054,0.562
2.27,-1.074
0.558,1.596
0.236,0.693
0.582,1.922
0.393,1.142
0.074,0.999
0.326,1.022
2.228,-1.318
3.898,-0.473
2.256,-0.326
1.557,0.872
0.329,1.268
1.418,-0.283
1.641,-0.855
0.581,-0.524
0.677,-0.299
0.688,1.517
0.939,-0.845
0.499,0.503
0.064,-0.303
0.032,-2.181
0.796,-1.314
0.831,-0.959
1.674,0.739
0.257,-0.062
0.23,-0.726
0.412,1.053
1.352,0.165
0.506,1.878
1.487,1.158
1.462,2.196
0.702,-0.685
4.297,-0.701
1.213,-1.149
0.656,1.525
0.32,1.588
0.259,1.026
0.48,2.516
0.369,0.419
3.069,1.317
2.269,-1.582
2.908,-1.258
0.801,-0.25
0.313,1.163
0.006,0.432
0.395,-0.695
6.872,-0.62
4.067,-0.771
0.0,-0.367
0.519,0.326
4.545,0.668
0.034,0.653
2.066,0.2
0.162,1.296
1.353,-0.671
0.351,-0.24
0.586,-1.439
0.123,0.441
1.198,1.888
0.329,-0.564
0.571,-1.231
0.932,-0.159
0.926,1.191
0.592,-0.574
0.055,-0.594
2.468,-0.222
0.396,0.167
0.526,-1.029
0.27,0.645
0.28,-1.086
0.888,0.621
0.128,-2.2
0.673,-0.002
0.667,1.827
0.71,0.835
1.433,1.813
0.465,-0.347
0.819,-0.061
0.118,0.909
0.749,0.611
0.773,1.163
3.764,-0.609
2.741,-1.754
4.097,1.428
1.196,0.46
0.545,-0.88
0.22,0.514
0.028,-0.516
1.464,1.0
0.666,-1.055
0.019,-0.57
0.123,-1.192
1.232,1.695
1.298,0.508
0.484,-0.483
0.763,1.883
0.152,1.186
1.595,1.31
0.299,0.19
0.077,-0.462
1.627,-0.653
0.166,0.521
1.019,-0.726
0.208,-0.991
0.37,-1.403
0.573,-0.801
0.723,-0.375
1.573,0.001
0.278,-0.445
0.78,0.887
0.147,0.107
0.075,-0.541
2.025,1.7
0.44,-0.459
0.458,-0.79
0.468,0.979
0.368,0.761
0.183,0.182
4.225,-0.08
0.845,1.194
2.103,-1.031
0.896,1.299
0.098,-1.384
5.132,-1.699
0.911,-0.153
0.352,1.092
0.183,-0.479
0.354,-0.723
0.395,0.779
0.691,-1.167
0.65,2.027
0.339,-0.07
1.75,0.736
0.506,1.06
0.156,1.594
1.146,1.567
0.64,0.45
1.664,0.429
3.205,0.262
0.077,-0.21
2.003,2.486
0.233,-1.919
1.735,-0.263
0.744,-1.014
0.755,0.357
2.226,0.546
0.594,-0.552
0.242,0.54
1.696,-0.517
1.158,-0.976
2.4,0.708
0.648,0.643
0.996,0.956
2.623,1.02
1.153,-1.263
0.02,0.148
1.144,0.81
1.234,0.733
0.213,-2.106
0.066,-0.648
4.001,-0.028
0.778,0.694
0.526,-0.61
0.129,2.639
0.062,1.871
1.546,-1.088
1.415,1.135
0.041,0.575
3.504,-0.116
0.037,-1.84
0.082,-0.821
0.273,0.762
0.601,-0.836
0.282,0.421
3.203,-0.221
1.857,0.549
1.231,1.115
0.179,-0.101
0.148,1.118
0.802,-0.652
4.076,0.744
0.089,1.183
1.3,-0.053
1.596,-1.05
0.28,0.149
0.196,0.434
1.447,-2.227
2.65,1.873
2.502,-1.498
1.369,-1.356
0.559,-0.199
0.001,-0.078
0.251,-1.047
0.79,1.959
3.991,-1.685
2.789,0.452
3.062,0.212
0.22,1.082
0.873,1.44
0.152,0.206
1.165,-0.789
1.127,-0.096
0.999,1.199
4.841,-0.341
1.037,0.208
0.548,-1.022
0.441,0.242
2.469,-0.652
0.418,-0.027
0.025,0.415
0.51,2.093
0.838,-0.07
1.077,-1.922
0.75,-0.212
0.646,-0.382
1.793,0.122
0.766,-1.591
0.07,-0.39
1.021,-0.549
0.429,0.947
0.022,0.491
1.173,0.501
0.104,-0.874
0.42,-0.09
0.885,1.623
0.454,0.638
0.411,0.801
0.107,0.775
0.029,0.011
0.699,-1.241
4.08,-0.508
1.014,-0.216
0.27,0.784
1.368,-1.791
1.109,-0.475
0.863,1.229
0.177,-0.396
0.055,0.518
1.762,-0.224
0.117,1.964
0.849,1.071
0.812,-1.267
0.15,-0.466
1.37,-0.173
0.561,0.581
1.23,-0.338
0.388,0.774
2.436,-1.827
0.042,0.417
1.191,0.585
0.174,0.428
1.067,-0.792
0.345,-0.086
0.026,-0.708
0.192,-0.494
0.007,-0.881
1.83,1.479
0.802,0.686
0.606,0.732
3.697,-0.827
1.81,-1.314
0.565,-0.669
0.304,1.152
3.614,1.454
0.773,-0.43
1.259,0.259
0.443,-1.659
0.84,0.882
0.132,0.779
0.854,-1.008
0.674,-0.032
0.544,-0.454
0.064,-0.06
0.881,-1.206
0.157,-1.598
0.263,0.938
0.197,-0.308
3.824,-0.059
0.54,-1.68
0.116,0.925
0.289,0.952
0.321,0.275
0.123,-1.774
1.531,-1.434
0.119,0.191
1.102,-1.108
1.047,-1.521
2.25,0.044
0.017,0.587
0.972,-0.973
0.141,0.963
1.49,-0.081
2.939,0.162
0.538,-0.799
0.244,0.387
3.757,-1.008
0.058,-0.724
0.017,0.038
1.353,0.138
1.497,-0.051
2.02,-0.223
1.335,1.268
0.404,0.065
0.374,0.128
0.997,-1.267
0.867,1.364
0.124,0.852
0.781,1.618
2.073,-1.752
3.129,0.148
0.205,0.325
0.292,-0.296
2.066,0.497
0.241,1.183
0.148,1.289
0.063,0.428
0.802,-2.486
0.374,-0.827
1.003,1.239
2.741,-0.559
1.161,0.681
1.868,-1.185
0.422,-0.234
0.71,1.105
2.763,-0.064
0.383,0.507
0.294,-1.818
1.65,-1.593
0.837,0.434
0.253,-0.113
0.892,1.093
0.016,0.126
0.254,0.679
1.106,1.785
2.605,-1.343
0.812,0.185
0.524,2.217
0.387,0.664
0.241,0.578
0.187,-0.441
0.492,-0.654
0.003,0.426
0.941,0.532
0.514,0.226
0.787,1.461
0.164,-0.981
0.096,0.467
0.634,0.201
0.538,0.296
1.072,-1.253
1.017,0.327
0.52,0.852
1.727,1.066
1.557,-0.695
0.442,-0.295
4.528,-0.931
0.029,1.612
0.857,0.646
0.141,1.559
0.032,-1.742
0.008,-0.413
0.317,0.68
0.914,-0.442
0.623,0.843
0.469,1.131
1.263,1.964
1.004,-0.127
0.362,-1.66
0.277,-0.718
0.561,-0.072
1.152,-2.389
3.03,-1.341
0.331,-0.237
1.782,-0.457
1.586,2.259
0.069,0.202
0.037,0.624
4.083,-0.007
1.466,0.209
0.205,0.406
0.351,0.401
0.556,-0.349
0.868,0.755
1.23,-0.137
